Sample Name,WGS84-long,WGS84-lat,Elevation(m),Rock Type,Sample Description,Sample Age,Uncertainty (+),Uncertainty (-),Age Interpretation,Isotopic System,Mineral Analyzed,Method,Lab,Primary Reference,Authors
SCBM01-1802-1,-126.7502376,52.49037738,,plutonic,Hornblende-biotite tonalite,76.34,0.52,0.52,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBM02-2507-1,-126.712216,52.45151256,,plutonic,Fougner plutonic suite,75.3,0.5,0.5,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
SCB00-0710-1,-126.6312808,52.41613465,,plutonic,Garnet-muscovite granite,72.1,0.2,1,crystallization,U-Pb,zircon,LA-ICP-MS,Geological Survey of Canada,BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
01JBM03,-126.5598655,52.37991687,,plutonic,Garnet 2-mica granite,72,0.3,0.3,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBM02-0301-3,-126.0565106,52.05983927,,plutonic,Biotite tonalite,70.18,0.6,0.6,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBL02-2201-1,-126.8034346,52.28698819,,plutonic,Biotite tonalite,68.2,1,1,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBG02-1003-1,-126.7967609,52.48058879,,plutonic,"Muscovite-biotite granite, trace muscovite",67.2,0.3,0.3,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
GJP-22,-127.2229988,52.53699723,,plutonic,Diorite,61.5,1.7,1.7,crystallization,U-Pb,zircon,LA-ICP-MS,University of Arizona,BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
GJP-12,-127.1629937,52.31499827,,plutonic,Tonalite,58.4,1.9,1.9,crystallization,U-Pb,zircon,LA-ICP-MS,University of Arizona,BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBW02-1203-1,-126.7618531,52.76034284,,plutonic,Biotite tonalite,53,0.2,0.2,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBL02-0903,-126.5861298,52.8857488,,volcanic,Biotite-quartz rhyolite flow dome,53,0.1,0.1,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
GJP-16,-127.2170015,52.38499782,,plutonic,2-mica granite,52.7,1.5,1.5,crystallization,U-Pb,zircon,LA-ICP-MS,University of Arizona,BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBL02-1201-1,-126.6535562,52.93474724,,plutonic,Quartz biotite granitoid dyke,52.52,0.49,0.49,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBW02-0201-2,-127.0789637,52.36591207,,plutonic,Muscovite-biotite granite,51.9,0.2,0.2,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
11BVA31-232,-129.3599488,58.05262757,,plutonic,hornblende-bearing biotite monzogranite,169.1,0.8,0.8,crystallization,U-Pb,zircon,LA-ICP-MS,University of Washington,BCGS Open File OF2012-06,"van Straaten, B.I., Logan, J.M. and Diakow, L. J.
B.I. van Straaten, J.M. Logan, and L.J. Diakow"
11BVA35-276,-129.3283953,58.09445226,,plutonic,hornblende-bearing biotite quartz monzonite to monzogranite,169,1.1,1.1,cooling,U-Pb,zircon,LA-ICP-MS,University of Washington,BCGS Open File OF2012-06,"van Straaten, B.I., Logan, J.M. and Diakow, L. J.
B.I. van Straaten, J.M. Logan, and L.J. Diakow"
11BVA42-329,-129.5610928,58.17560154,,plutonic,Acicular hornblende-rich quartz diorite,171.9,1.7,1.7,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2012-06,"van Straaten, B.I., Logan, J.M. and Diakow, L. J.
B.I. van Straaten, J.M. Logan, and L.J. Diakow"
11BVA42-332,-129.3424649,58.06514286,,plutonic,Fine grained hornblende-biotite quartz diorite,173.2,1.4,1.4,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2012-06,"van Straaten, B.I., Logan, J.M. and Diakow, L. J.
B.I. van Straaten, J.M. Logan, and L.J. Diakow"
11BVA27-199,-129.6260307,57.9872577,,plutonic,Cpx-bearing hornblende-rich gabbro,210.9,1.6,1.6,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2012-06,"van Straaten, B.I., Logan, J.M. and Diakow, L. J.
B.I. van Straaten, J.M. Logan, and L.J. Diakow"
11JLO32-319,-129.8206907,58.25226925,,plutonic,Plag-porphyritic hypabyssal intrusion (DDL G-89-8 55.47 - 60.05 m),216.5,1.4,1.4,crystallization,U-Pb,zircon,LA-ICP-MS,University of Washington,BCGS Open File OF2012-06,"van Straaten, B.I., Logan, J.M. and Diakow, L. J.
B.I. van Straaten, J.M. Logan, and L.J. Diakow"
11BVA38-304,-129.3162056,58.10093214,,plutonic,hornblende-bearing granodiorite to monzogranite,216.2,1.2,1.2,crystallization,U-Pb,zircon,LA-ICP-MS,University of Washington,BCGS Open File OF2012-06,"van Straaten, B.I., Logan, J.M. and Diakow, L. J.
B.I. van Straaten, J.M. Logan, and L.J. Diakow"
11BVA42-333,-129.6146098,58.02052985,,plutonic,hornblende quartz-monzonite,220.2,2.2,2.2,cooling,U-Pb,zircon,LA-ICP-MS,University of Washington,BCGS Open File OF2012-06,"van Straaten, B.I., Logan, J.M. and Diakow, L. J.
B.I. van Straaten, J.M. Logan, and L.J. Diakow"
00PSC-388,-120.2430874,51.39952483,,plutonic,hornblende-biotite granodiorite,192.7,0.9,0.9,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
01PSC-161,-120.4019726,51.53072578,,plutonic,leucocratic gabbro,197.8,1.4,1.4,crystallization,U-Pb,zircon,SHRIMP,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
01PSC-296,-120.2924183,51.43848681,,plutonic,hornblende-biotite quartz monzodiorite,195.3,0.6,0.6,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
01PSC-341,-120.4833832,51.47742416,,plutonic,hornblende-biotite granodiorite,195,2,2,crystallization,U-Pb,zircon,SHRIMP,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
01SHE-291,-120.2535281,51.75367336,,plutonic,biotite monzodiorite,105.5,0.5,0.5,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
01SHE-338,-120.2784689,51.54567805,,volcanic,flow-banded rhyolite dike,107.6,0.4,0.4,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
05PSC-47,-120.8073201,51.99577083,,plutonic,hornblende-biotite quartz monzodiorite,202.5,0.5,0.5,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
05PSC-115,-120.649992,51.99900353,,plutonic,biotite-hornblende monzodiorite to granodiorite,104.9,1.9,1.9,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
05PSC-323,-120.5011176,51.85223656,,plutonic,diorite,184,0.4,0.4,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
05PSC-372,-120.5592665,51.83420377,,plutonic,hornblende-biotite quartz monzodiorite,108.3,0.6,0.6,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
05PSC-373,-120.8470916,51.80909862,,plutonic,hornblende-biotite monzonite to quartz monzonite,196.3,0.6,0.6,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
05PSC-374,-120.9809398,51.95553302,,plutonic,k-spar porphyritic hornblende-biotite monzodiorite,195,0.4,0.4,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
05PSC-375,-120.8547312,51.93708676,,plutonic,diorite,190.4,0.5,0.5,crystallization,U-Pb,titanite,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
06PSC-281,-120.5201061,52.04958648,,plutonic,muscovite-biotite-garnet granite,106.4,0.2,0.2,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
06PSC-294,-120.8910657,52.0639972,,plutonic,hornblende-biotite granodiorite,199.5,0.3,0.3,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
06PSC-298,-120.9729441,52.20171024,,plutonic,hornblende-biotite quartz monzodiorite,199.6,0.3,0.3,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
07PSC-114,-121.3213806,51.98020371,,plutonic,pyroxene-biotite monzodiorite,205,0.3,0.3,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
07PSC-282,-121.3293175,51.99309408,,plutonic,pyroxene-biotite monzodiorite,203.6,0.3,0.3,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
07PSC-336,-121.285963,51.96275258,,plutonic,altered monzodiorite,204,0.4,0.4,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
08PSC-253,-121.3909944,52.21482424,,plutonic,corse plagioclase porphyry,203.9,0.4,0.4,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
08PSC-254,-121.3136021,52.22255526,,plutonic,hornblende-biotite granodiorite,196.9,0.3,0.3,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
08SBA-83,-121.1219557,52.02094726,,plutonic,quartz-feldspar porphyry,195,2,2,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
05PSC-325,-120.4902691,51.85720357,,plutonic,hornblende-px gabbro,183,1.1,1.1,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
05PSC-397-02,-120.892545,51.95535035,,plutonic,coarse hornblende-biotite gabbro,186.3,1,1,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Open File OF2013-05,"Schiarizza, P., Israel, S., Heffernan, S., Boulton, A., Bligh, J., Bell, K., Bayliss, S., Macauley, J., Bluemel, B., Zuber, J., Friedman, R.M., Orchard, M.J. and Poulton, T.P."
03M-113,-126.8128525,54.44442405,,volcanic,rhyolite on Mt. Harry Davis,179.3,0.8,0.8,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geological Fieldwork P2005-01-04,"Mortensen, J.K., Wojdak, P., Macdonald, R., Gordee, S. M. and Gabites, J. E."
03M-106,-129.5847236,55.74015513,,volcanic,South Dome rhyolite,219.7,1,1,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geological Fieldwork P2005-01-04,"Mortensen, J.K., Wojdak, P., Macdonald, R., Gordee, S. M. and Gabites, J. E."
RDN-01-16-85.34m,-130.6443357,56.93254831,,plutonic,K-feldspar-phyric monzonite,193.6,0.3,0.3,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geological Fieldwork P2005-01-04,"Mortensen, J.K., Wojdak, P., Macdonald, R., Gordee, S. M. and Gabites, J. E."
RDN-01-19-94.0m,-130.6470372,57.00723231,,plutonic,Gossan Creek porphyry,193,1.3,1.3,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geological Fieldwork P2005-01-04,"Mortensen, J.K., Wojdak, P., Macdonald, R., Gordee, S. M. and Gabites, J. E."
RDN-01-20-23.2m,-130.6465283,57.00540607,,volcanic,plagioclase-phyric dacite,193.6,1,1,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geological Fieldwork P2005-01-04,"Mortensen, J.K., Wojdak, P., Macdonald, R., Gordee, S. M. and Gabites, J. E."
AS-099a,-126.7826543,58.5486841,,volcanic,"Rhyolite flow, fine grained, aphanitic",80.8,3.6,4.9,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geological Fieldwork P2005-01-RR15,"Simmons, A. T., Tosdal, R. M., Baker, D. E. L., Friedman, R. M. and Ullrich, T. D."
AS-035a,-126.7929813,58.55746896,,volcanic,"Trachyte flow, feldsparpheric, feldspar phenocrystic",81.1,1.5,1.5,crystallization,U-Pb,zircon,SHRIMP,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geological Fieldwork P2005-01-RR15,"Simmons, A. T., Tosdal, R. M., Baker, D. E. L., Friedman, R. M. and Ullrich, T. D."
AS-107a,-126.7428412,58.55841246,,plutonic,"Cirque monzonite, feldspar porphyritic",82.2,0.2,0.2,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geological Fieldwork P2005-01-RR15,"Simmons, A. T., Tosdal, R. M., Baker, D. E. L., Friedman, R. M. and Ullrich, T. D."
4AS9B,-126.8140372,58.56359692,,volcanic,"Weakly welded crystal tuff, feldsparpheric",84.7,0.8,0.8,crystallization,U-Pb,zircon,SHRIMP,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geological Fieldwork P2005-01-RR15,"Simmons, A. T., Tosdal, R. M., Baker, D. E. L., Friedman, R. M. and Ullrich, T. D."
