Sample Name,WGS84-long,WGS84-lat,Elevation(m),Rock Type,Sample Description,Sample Age,Uncertainty (+),Uncertainty (-),Age Interpretation,Isotopic System,Mineral Analyzed,Method,Lab,Primary Reference,Authors
G-167,-118.781477,49.21229098,,metamorphic,"medium-grained, hornblende orthogneiss",162.8,1.2,1.2,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
G-200,-118.6887724,49.21457455,,plutonic,"medium-grained, equigranular, relative fresh, massive granodiorite",168.3,1.2,1.2,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
AM-391,-118.9639393,49.35209757,,plutonic,"massive, relatively fresh, leuco",63.6,1.3,1.3,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
AM-404,-118.9344054,49.48055126,,plutonic,"medium-grained, relatively fresh, hornblende-biotite granodiorite",177.7,3,3,cooling,Ar-Ar,muscovite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
AM-470,-118.9083775,49.38203099,,volcanic,"medium to dark grey, amygdaloidal alkali ""andesite""",57.8,2.1,2.1,cooling,Ar-Ar,feldspar,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
AM-529,-118.9000848,49.39065962,,plutonic,"medium-grained, relatively fresh (biotitie)-hornblende granite",179.3,4.5,4.5,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
AM-557,-118.9034988,49.25100576,,volcanic,plagioclase-phyric andesite,59.2,0.8,0.8,cooling,Ar-Ar,plagioclase,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
AM-563,-118.8988897,49.27306769,,plutonic,megacrystic k-feldspar porphyritic granite,67.7,8,8,cooling,Ar-Ar,feldspar,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
CV-06,-118.9010771,49.53935944,,plutonic,"fresh, medium-grained, massive to foliated granite/granodiorite",50.79,0.69,0.69,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
CV-41,-118.8719937,49.61383951,,volcanic,"fresh, crowded feldspar porphyry",53.8,1.8,1.8,cooling,Ar-Ar,feldspar,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
CV-43,-118.8780486,49.60028424,,plutonic,"fresh, fine to medium-grained, equigranular, leucocratic granite",47.16,0.36,0.36,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
CV-104,-118.9272469,49.56402397,,plutonic,"fresh, medium-grained, equigranular, leucocratic biotite granite",67,0.46,0.46,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
CV-113,-118.971804,49.63565112,,plutonic,"porphyritic to massive, medium-grained granite",50.3,0.19,0.19,cooling,Ar-Ar,feldspar,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
CV-159,-118.8531636,49.56266166,,volcanic,"black, fine-grained amygdaloidal lava flow with widely scattered biotite",52.77,0.38,0.38,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
CV-258,-118.7383857,49.57491383,,plutonic,unaltered megacrystic quartz monzonite,51.47,0.45,0.45,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
CV-294,-118.8209572,49.62106753,,?,light grew microporphyritic alkalic dyke,49.4,0.77,0.77,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
BC-193,-118.3152052,49.54714364,,plutonic,massive to porphyritic hornblende-(biotite) granite,52.8,1.6,1.6,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
BC-213,-118.3102936,49.55526799,,plutonic,foliated to gneissic biotite pyroxenite,50.6,0.6,0.6,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
BC-227,-118.2912448,49.56749959,,plutonic,"granular, medium to coarse-grained ""quartz monzonite""",51.6,0.6,0.6,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
BC-252,-118.3744328,49.58320936,,plutonic,"fine grained, equigranular, fresh monzonite",161.3,2.4,2.4,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
BC-255,-118.3784526,49.58053498,,plutonic,"medium grained to coarse grained, equigranular ""monzodiorite""",176,2.5,2.5,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
BC-258,-118.3808797,49.57732177,,plutonic,coarse grained massive syenite/monzonite,80.9,1.2,1.2,cooling,Ar-Ar,plagioclase,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
BC-260,-118.3768631,49.57173868,,plutonic,"fresh, coarse-grained syenite",165.4,1.9,1.9,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
BC-262,-119.2224798,49.57619847,,plutonic,"medium-grained, equigranular, monzogabbro or monzodiorite",175.9,2.1,2.1,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
BC-313,-118.2930637,49.56410611,,plutonic,"small exposure of ""diorite""",58.9,0.7,0.7,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
BC-314,-118.2913886,49.5650873,,plutonic,foliated to massive leucocratic monzonite,59.3,0.7,0.7,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
AM19-577,-119.0796527,49.431054,,granite,hosts Beaverdell veins,59.2,,,cooling,Ar-Ar,muscovite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
AM19-579,-119.0753928,49.43110357,,granodiorite,hosts Beaverdell veins,168.4,,,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
H19-45,-119.1114266,49.30040531,,granodiorite,Nelson,163.7,,,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
LP-109,-118.571499,49.93075899,,bi granodiorite,hosts Lightning Peak veins,137.33,,,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
LP-143,-118.5375345,49.94587568,,bi granodiorite,Nelson,164.07,,,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
LP-227,-118.6742718,49.84686456,,hb granodiorite,hosts Lightning Peak veins,120-130,,,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
H19-8,-118.1393984,49.35008891,,monzonite,Coryell,51.99,,,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
H19-10,-118.1515558,49.36362333,,granite,Nelson,52.6,,,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
H19-15,-118.3198717,49.5007204,,granodiorite,Okanagan,52.99,,,crystallization,U-Pb,zircon,CA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",GeoscienceBC Report GBC2018-011,"Hoy, T."
06NMAGreenwood1,-118.680876,49.09704101,,plutonic,"medium- to coarse-grained, grey bio titehornblende granodiorite to quartz diorite",179.9,3.8,3.8,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2010-01,"Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J. E., Mortensen, J. K. and Ullrich, T. D."
06NMA05-01-02,-119.011401,49.01655312,,plutonic,grey to orangey white quartz diorite,157,1.2,1.2,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2010-01,"Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J. E., Mortensen, J. K. and Ullrich, T. D."
07NMA45-005,-119.004991,49.41036936,,plutonic,granodiorite from the West Kettle batholith,213.5,0.9,0.9,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2010-01,"Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J. E., Mortensen, J. K. and Ullrich, T. D."
07NMA09-02,-119.1164934,49.06151691,,plutonic,biotite granodiorite,57.1,0.5,0.5,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2010-01,"Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J. E., Mortensen, J. K. and Ullrich, T. D."
05NMA25-01B,-118.6951705,49.00908412,,plutonic,leucocratic quartz-feldspar porphyry,171.6,2.3,2.3,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2010-01,"Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J. E., Mortensen, J. K. and Ullrich, T. D."
07NMA09-01,-119.2406452,49.16147966,,plutonic,Mount Baldy granodiorite,168.5,1.4,1.4,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2010-01,"Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J. E., Mortensen, J. K. and Ullrich, T. D."
07NMA05-16A,-119.1675116,49.15478854,,plutonic,"medium-to coarse-grained, black to grey dioriteto gabbro that weathers dark greenish grey",51,0.28,0.28,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2010-01,"Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J. E., Mortensen, J. K. and Ullrich, T. D."
07NMA05-16B,-119.1675116,49.15478854,,plutonic,"medium-to coarse-grained, black to grey dioriteto gabbro that weathers dark greenish grey",51,0.31,0.31,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2010-01,"Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J. E., Mortensen, J. K. and Ullrich, T. D."
07NMA43-010,-118.9374971,49.41858207,,plutonic,hornblende crowded feldspar diorite,177.3,1,1,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2010-01,"Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J.E., Mortensen, J.K. and Ullrich, T.D.
Massey, N.W.D., Gabites, J. E., Mortensen, J. K. and Ullrich, T. D."
MMI12-3-15,-120.474339,49.47660475,,plutonic,rusty diorite dyke in the Southwest zone at Miner Mountain,155.8,0.14,0.14,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2014-03,"Mihalynuk, M.G. Friedman, R.M., Gabites J.E. and Logan, J. M."
MMI13-10-8,-120.5524862,49.62393166,,sedimentary,"collected from a tuffaceous polymictic conglomerate section that sits on, and interfingers with, flow-banded rhyolite.",~103 and ~220 (2 age groups),,,maximum depositional,U-Pb,detrital zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2014-03,"Mihalynuk, M.G. Friedman, R.M., Gabites J.E. and Logan, J. M."
MMI12-5-8,-120.4585084,49.75774468,,plutonic,collected from a mineralized hornblende diorite at the Primer South prospect,188.2,2.5,2.5,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2014-03,"Mihalynuk, M.G. Friedman, R.M., Gabites J.E. and Logan, J. M."
MMI12-7-4,-120.4627082,49.70201711,,volcanic,oxyhornblende and biotite-phyric rhyolite breccia,50.17,0.6,0.6,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2014-03,"Mihalynuk, M.G. Friedman, R.M., Gabites J.E. and Logan, J. M."
MMI12-8-6,-120.4685367,49.77128724,,volcanic,hornblende-pyroxene porphyritic volcanic breccia,182.1,2.3,2.3,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2014-03,"Mihalynuk, M.G. Friedman, R.M., Gabites J.E. and Logan, J. M."
JLO12-51-47,-120.6242486,50.01973243,,sedimentary,maroon sandstone,208,7.6,7.6,maximum depositional,U-Pb,detrital zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2015-02,"Mihalynuk, M.G., Friedman, R.M. and Logan, J.M."
MMI13-16-3,-120.5809856,49.94627178,,sedimentary,maroon sandstone,202.4,8.7,8.7,maximum depositional,U-Pb,detrital zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2015-02,"Mihalynuk, M.G., Friedman, R.M. and Logan, J.M."
MMI13-4-8,-120.4532792,49.67331976,,volcanic,"grey-weathering, porphyritic granodiorite",162,2,2,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2015-02,"Mihalynuk, M.G., Friedman, R.M. and Logan, J.M."
MMI13-16-5,-120.5809955,49.94635294,,volcanic,fine-grained dike that cuts red volcanic sandstone,200.99,0.25,0.25,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2015-02,"Mihalynuk, M.G., Friedman, R.M. and Logan, J.M."
MMI13-29-7,-120.4754348,49.47382186,,plutonic,"(drillhole DDH13, 3.45m to 11.11m)",100,3,3,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2015-02,"Mihalynuk, M.G., Friedman, R.M. and Logan, J.M."
MMI13-30-1,-120.428817,49.46110818,,plutonic,Bromley pegmatite,193.59,0.2,0.2,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2015-02,"Mihalynuk, M.G., Friedman, R.M. and Logan, J.M."
MMI13-30-2,-120.4229724,49.46017735,,plutonic,from a swarm of north-trending quartz-feldspar porphyry dikes,103.92,0.14,0.14,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2015-02,"Mihalynuk, M.G., Friedman, R.M. and Logan, J.M."
MMI13-30-4,-120.5294119,49.68392096,,volcanic,Missezula Mountain rhyolite,238.15,0.33,0.33,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2015-02,"Mihalynuk, M.G., Friedman, R.M. and Logan, J.M."
MMI14-55-13,-120.6931959,49.51235893,,volcanic,Central belt rhyolite tuffite near Coalmont,238.6,0.3,0.3,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
LDi12-1-9,-120.6560576,50.1041706,,volcanic,dacite tuff at top of marker unit at Hamilton Creek,224.51,0.15,0.15,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
LDi07-7-5,-120.748313,50.04825738,,volcanic,dacite near base of marker unit at Iron Mountain,223.55,0.29,0.29,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
LDi07-7-2,-120.7443356,50.04728059,,volcanic,rhyolite at top of marker unit at Iron Mountain,224.11,0.26,0.26,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
LDi07-32-1,-120.8699616,50.00964496,,volcanic,welded rhyolite tuff near base of marker,224.58,0.22,0.22,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
MMI14-50-2,-120.6655601,49.71147623,,plutonic,dioritic zone of Allison pluton,223.32,0.22,0.22,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
LDi07-20-3,-120.8761964,49.94829543,,plutonic,"medium-grained equigranular quartz diorite, Coldwater pluton",210.27,0.68,0.68,crystallization,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
MMI14-62-4,-120.5730303,49.83768168,,volcanic,"dacite, Zig volcanic unit",202.28,0.26,0.26,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
MMI14-23-15,-120.5503346,49.78944575,,sedimentary,Ketcham rhyolite sharpstone conglomerate,<227,,,maximum deposional,U-Pb,detrital zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
LDI14-60-3,-120.6490352,49.99788404,,sedimentary,Voght sandstone,<213,,,maximum deposional,U-Pb,detrital zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
MMI14-15-13,-120.2482891,49.939616,,sedimentary,fine siliciclastic unit from the Eastern belt sedimentary rocks,<202,,,maximum deposional,U-Pb,detrital zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
MMI14-19-3,-120.4209455,49.79281677,,plutonic,"western Pennask batholith, gabbro border phase",193.11,0.6,0.6,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
MMI14-59-12,-120.4607681,49.66846455,,volcanic,"post-Nicola rhyolite ""Osprey volcanic unit""",163.22,0.15,0.15,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
MMI14-53-2,-120.3280818,49.77405081,,plutonic,Snowstorm quartz-feldspar porphyry,53.36,0.07,0.07,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
MMI14-62-1,-120.7754397,49.90616992,,sedimentary,sandstone layer in a section of oxidized reddish brown conglomerate outcrop,"< 190, possibly ~185",,,maximum deposional,U-Pb,detrital zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
GMC14-60-2,-120.6356344,49.96980683,,sedimentary,"from a chert granule to pebble-rich bed of the Bates conglomerate, uncharacteristically fine-grained for the cobble and boulder-rich conglomerate.","< 163, possibly ~134",,,maximum deposional,U-Pb,detrital zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2016-03,"Friedman, R.M., Mihalynuk, M.G., Diakow, L. J. and Gabites, J. E."
07JA05-01,-128.453716,54.43283275,,plutonic,unfoliated Kleanza granodiorite dike,325,9,1,Crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2017-01,"Nelson, J. and Friedman, R. M.
J. Nelson and
Nelson, J. and Friedman, R.M."
07JK17-09,-128.4363699,54.43753437,,plutonic,Willams Creek foliated tonalite,324,0.8,0.8,Crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2017-01,"Nelson, J. and Friedman, R. M.
J. Nelson and
Nelson, J. and Friedman, R.M."
08JN01-03,-128.7327931,54.12203977,,volcanic,pale green dacite with lavender-blue opaline quartz phenocrysts,322.2,1,1,Crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2017-01,"Nelson, J. and Friedman, R. M.
J. Nelson and
Nelson, J. and Friedman, R.M."
MMI16-6-2,-134.1755059,59.98312032,,volcanic,a granitic dike that cuts the deformed chertargillite section along the eastern shore of Tagish Lake,145.75,0.11,0.11,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2018-03,"Mihalynuk, M.G., Friedman, R.M., Joyce, N.,  Camacho, A. and Zagorevski, A."
MTS16-1-4c,-134.3793938,59.93836831,,volcanic,a rhyolite tuff along the southern shore of Tutshi Lake,80.63,0.07,0.07,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2018-03,"Mihalynuk, M.G., Friedman, R.M., Joyce, N.,  Camacho, A. and Zagorevski, A."
MMI16-18-1,-134.1051835,59.75390633,,plutonic,a weakly altered quartz diorite that underlies Sunday Peak,55.61,0.04,0.04,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2018-03,"Mihalynuk, M.G., Friedman, R.M., Joyce, N.,  Camacho, A. and Zagorevski, A."
DMI16-5-1A,-134.175488,59.98312021,,sedimentary,Turtle Lake Sandstone,111,,,miximum depositional,U-Pb,detrital zircon,SHRIMP,Geological Survey of Canada,BCGS Geofile GF2018-03,"Mihalynuk, M.G., Friedman, R.M., Joyce, N.,  Camacho, A. and Zagorevski, A."
MMI16-16-9,-134.0992189,59.75003106,,sedimentary,Sunday Peak Conglomerate,111,1,1,miximum depositional,U-Pb,detrital zircon,SHRIMP,Geological Survey of Canada,BCGS Geofile GF2018-03,"Mihalynuk, M.G., Friedman, R.M., Joyce, N.,  Camacho, A. and Zagorevski, A."
MTS16-24-13,-134.2177493,59.85442756,,sedimentary,"collected from a relatively volcanic-rich protolith that contained both aphanitic green and cream-coloured, lapilli-sized volcanic clasts as well as angular limestone and rare chert",285,,,miximum depositional,U-Pb,detrital zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2018-03,"Mihalynuk, M.G., Friedman, R.M., Joyce, N.,  Camacho, A. and Zagorevski, A."
MMI16-8-1,-134.2777241,59.85047777,,sedimentary,grey-green feldsparpyroxene-phyric breccia,79.7,1.3,1.3,miximum depositional,U-Pb,detrital zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geofile GF2018-03,"Mihalynuk, M.G., Friedman, R.M., Joyce, N.,  Camacho, A. and Zagorevski, A."
MMI16-20-16,-134.1058811,59.82967607,,volcanic,Synkinematic Lost Sheep peak intrusion,161.61,0.85,0.85,cooling,Ar-Ar,biotite,Laser step heating,University of Manitoba Geochronology Lab in Winnipeg,BCGS Geofile GF2018-03,"Mihalynuk, M.G., Friedman, R.M., Joyce, N.,  Camacho, A. and Zagorevski, A."
